CLIENTE_CC,FECHA_INFORMACION,SALDO_AHORROS,SALDO_FONDOS    ,SALDO_CREDITO1 ,SALDO_CREDITO2,SALDO_TARJETA,MONTO_COMPRAS1,MONTO_CAJERO1,MONTO_COMPRAS2,MONTO_CAJERO2,MONTO_ABONOS_NOMINA,INDICADOR_MORA,SALDO_ACTIVO    ,SALDO_PASIVO
802,2017-04-01,667591,0,3000000.00,0,10664.6,106646,0,291963,530000,1185350,0,30106646,66759097
2474,2017-01-01,116141,0,0.00,0,0,0,0,0,1300000,1311100,0,0,11614061
1189,2017-01-01,2390,0,0.00,0,1174800,36000,0,0,0,0,0,117480435,2390
363,2017-12-01,7795.08,0,0.00,0,6762480,0,0,0,0,0,0,676247641,779508
1426,2017-11-01,35740.6,0,86997.06,0,697257,0,120000,0,910000,474937,0,78425438,3574057
837,2017-02-01,0,700000000,0.00,0,0,0,0,0,0,0,0,0,7000000
1515,2017-06-01,0,0,0.00,0,2515150,530140,0,0,0,0,0,251515454,0
202,2017-11-01,15117,0,0.00,0,346158,212600,0,0,0,0,0,34615773,1511696
2119,2017-08-01,45550.9,0,0.00,0,0,0,0,22850,120000,0,0,0,4555094
97,2017-03-01,246581,0,0.00,0,0,0,0,709150,1330000,1576260,0,0,24658103
1618,2017-08-01,488295,0,0.00,0,0,0,0,0,0,0,0,0,48829484
692,2016-12-01,42788.9,0,0.00,12824670.9,0,0,0,0,1000000,328374,0,128246709,4278888
1892,2017-04-01,398308,0,0.00,0,0,0,0,0,0,874934,0,0,39830847
1287,2017-08-01,1435.35,0,0.00,0,0,0,0,0,0,0,0,0,143535
2045,2017-02-01,0,0,8755510.00,0,564515,0,60000,0,0,0,0,932002502,0
561,2017-08-01,66954.6,0,6066468.29,0,0,0,0,3400,530000,684795,0,606646829,6695457
564,2017-02-01,245566,0,0.00,0,0,0,0,0,1470000,1489740,0,0,2455655
722,2017-08-01,14213.4,100000000,0.00,0,0,0,0,0,0,0,0,0,101421337
1524,2017-04-01,7,0,14050546.13,0,357228,0,0,0,0,0,0,1440777368,7
1988,2017-10-01,0,0,11345182.19,0,2229040,0,0,0,0,0,0,1357422519,0
1109,2017-09-01,34562.8,0,0.00,0,0,0,0,0,660000,642493,0,0,3456284
695,2017-02-01,784980,0,0.00,0,0,0,0,0,1500000,1038210,0,0,78497979
179,2017-01-01,0,0,0.00,0,824531,0,0,0,0,0,0,82453052,0
2010,2016-12-01,69669.1,0,0.00,0,1081140,0,0,0,660000,669769,0,108113748,6966909
2197,2017-02-01,1350310,0,2811786.86,0,2218070,19500,0,0,2000000,819744,0,502985556,13503073
857,2017-06-01,943068,0,0.00,0,0,0,0,0,0,1889060,0,0,94306766
1553,2017-05-01,342871,0,0.00,0,3270830,634855,200000,608685,650000,1598500,0,327082595,34287077
1962,2017-01-01,18663,0,0.00,0,0,0,0,0,800000,889587,0,0,1866305
2313,2017-05-01,46606.1,0,0.00,0,0,0,0,0,1910000,2280000,0,0,4660613
1295,2017-06-01,2896.94,0,3817826.06,0,4285450,0,0,0,560000,1107600,0,810327611,289694
983,2017-09-01,789005,0,0.00,0,0,0,0,0,0,0,0,0,78900546
1850,2017-02-01,3169320,0,0.00,0,0,0,0,0,960000,758865,0,0,316932276
928,2017-04-01,0,0,0.00,0,231698,193736,0,0,0,0,0,2316978,0
1689,2017-07-01,6347800,0,1199541.39,0,0,0,0,0,600000,472201,0,119954139,634780409
2004,2017-08-01,117117,0,0.00,0,1163970,0,0,0,0,1203720,0,116397371,11711719
2446,2017-05-01,60394.7,0,0.00,0,0,0,0,0,1730000,928070,0,0,6039465
665,2017-08-01,791673,0,9775849.81,0,2851300,21000,210000,0,1300000,1319180,0,1262714937,79167253
1315,2017-09-01,250,0,0.00,0,0,0,0,0,0,0,0,0,250
1112,2017-03-01,1017420,0,0.00,0,0,0,0,0,0,0,0,0,101742274
2094,2017-03-01,163,0,0.00,0,0,0,0,0,0,0,0,0,163
2381,2017-06-01,135620,0,0.00,0,0,0,0,14800,1310000,820139,0,0,1356199
1038,2017-10-01,0,0,0.00,15600328.27,0,0,0,0,0,0,0,1560032827,0
1795,2017-04-01,5543690,0,0.00,0,0,0,0,0,0,0,0,0,554368527
1926,2017-09-01,0,0,0.00,0,0,0,0,0,0,0,0,0,23791888
2191,2017-07-01,192163,0,4357495.79,0,2432860,0,120000,0,0,1020830,0,679035292,19216332
2015,2016-12-01,62184.7,0,0.00,0,0,0,0,15000,2590000,1807720,0,0,6218473
1331,2017-09-01,487828,0,0.00,0,0,0,0,0,700000,833021,0,0,48782797
2197,2017-10-01,95920.4,0,2461901.33,0,2337960,113390,0,0,630000,934223,0,479985746,9592036
823,2017-12-01,121673,0,3123591.29,0,0,0,0,0,2530000,442353,0,312359129,12167291
518,2017-03-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2025,2017-11-01,704266,0,5722134.00,0,0,0,0,0,0,1176150,0,5722134,70426604
598,2017-08-01,2268530,0,876347.11,0,0,0,0,0,2800000,763693,0,87634711,226852973
387,2017-11-01,51958.1,0,0.00,0,0,0,0,0,2100000,2867500,0,0,5195812
396,2017-06-01,1188730,0,0.00,0,0,0,0,0,0,3605740,0,0,118872701
2260,2017-07-01,70206.9,0,0.00,0,0,0,0,11360,200000,0,0,0,7020687
1258,2017-11-01,0,0,0.00,0,48077.7,1700,200000,0,0,0,0,4807773,0
1659,2017-12-01,2064800,0,0.00,0,0,0,0,0,600000,867871,0,0,206479587
1131,2017-09-01,7746.39,0,9801482.46,0,0,0,0,0,940000,0,0,980148246,774639
1288,2017-08-01,259893,0,0.00,0,0,0,0,0,1050000,1073040,0,0,25989285
2475,2017-10-01,456985,0,0.00,0,0,0,0,0,0,0,0,0,4569846
726,2017-04-01,0,0,0.00,0,5607600,0,0,0,0,0,0,560759957,0
665,2017-07-01,791673,0,9775849.81,0,2851300,21000,0,0,2500000,2745480,0,1262714937,79167253
1541,2017-04-01,1000910,0,0.00,0,0,0,0,0,1400000,1944890,0,0,100090523
2310,2017-08-01,972125,0,0.00,0,0,0,0,406020,2680000,2145470,0,0,97212481
560,2017-02-01,166578,0,0.00,0,0,0,0,0,0,917516,0,0,16657813
1798,2017-09-01,6550.26,0,0.00,0,6277910,0,0,0,700000,1074910,0,627791191,655026
1450,2017-01-01,25902.3,0,0.00,0,0,0,0,17000,1680000,1281390,0,0,2590232
1757,2017-08-01,1151.87,0,0.00,0,897353,0,0,0,0,0,0,89735318,115187
617,2017-07-01,29757.2,0,140166.69,0,0,0,0,0,0,0,0,14016669,2975721
1049,2017-05-01,147173,0,0.00,0,0,0,0,0,2200000,1608920,0,0,14717304
1112,2017-01-01,1017090,0,0.00,0,0,0,0,0,0,0,0,0,101708745
1710,2017-10-01,0,0,3532645.56,0,0,0,0,0,0,0,0,353264556,0
2027,2017-02-01,700584,0,0.00,0,0,0,0,0,500000,410428,0,0,70058361
1625,2017-04-01,739594,0,250034.15,0,0,0,0,0,0,445730,0,25003415,73959366
136,2017-07-01,60272.4,0,0.00,0,2368120,0,0,20000,500000,670589,0,236812042,602724
365,2017-01-01,8971,0,0.00,0,647317,0,0,0,0,0,0,64731681,8971
1509,2017-05-01,53923.1,400000000,0.00,0,0,0,0,0,760000,761840,0,0,40539231
821,2017-11-01,5406080,0,0.00,0,0,0,0,0,0,2580220,0,0,5406076
1081,2017-07-01,2551220,0,0.00,0,0,0,0,0,0,1928300,0,0,255122194
800,2017-06-01,1326250,0,0.00,0,0,0,0,0,0,2658560,0,0,132624807
996,2017-03-01,4684830,0,0.00,0,0,0,0,0,0,0,0,0,468483187
2036,2017-02-01,138091,0,6311138.73,0,2140040,0,240000,0,910000,963881,0,845118353,13809117
1762,2017-12-01,153180,0,0.00,0,0,0,0,0,0,1186830,0,0,15317961
951,2017-06-01,80960.9,0,9892253.63,0,1159010,0,40000,0,1340000,1668430,0,1105125967,8096093
1600,2017-05-01,306708,0,0.00,0,0,0,0,0,1200000,0,0,0,30670806
1935,2017-08-01,22640.8,0,0.00,0,0,0,0,0,430000,450000,0,0,2264078
2215,2017-02-01,68430,0,0.00,0,0,0,0,261995,0,947940,0,0,68430
1418,2017-11-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1484,2017-03-01,212954,0,0.00,0,1397150,0,0,0,1500000,799483,0,139714942,2129541
263,2017-11-01,245799,0,0.00,0,0,0,0,0,0,0,0,0,24579882
2310,2017-04-01,381267,0,0.00,0,0,0,0,137096,820000,2121290,0,0,3812668
228,2017-03-01,352115,0,0.00,0,0,0,0,0,1469140,1656640,0,0,3521152
1858,2017-10-01,30127.1,0,4392738.93,0,0,0,0,0,660000,660500,0,439273893,3012708
2254,2017-08-01,0,0,0.00,0,435292,0,0,0,0,0,0,43529226,0
2167,2017-11-01,5611600,0,6400000.00,0,0,0,0,273740,2890000,693279,0,6400000,56115978
613,2017-04-01,1114300,0,19949766.63,0,9875260,9956,242000,328747,2600000,0,0,2982502982,111430113
1755,2016-12-01,1012450,0,0.00,0,0,0,0,0,2481040,1311140,0,0,101245314
2010,2017-08-01,5,0,0.00,0,978282,0,0,0,0,0,0,9782817,5
2406,2017-10-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
817,2016-12-01,3270400,0,0.00,0,0,0,0,0,0,0,0,0,327040213
706,2017-04-01,110493,0,829418.00,0,0,0,0,0,0,593855,0,829418,11049261
1518,2017-12-01,230382,0,5488510.97,0,0,0,0,0,0,0,0,548851097,23038153
894,2017-03-01,1413160,0,0.00,0,0,0,0,0,400000,1564000,0,0,141316345
1833,2017-11-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
783,2017-08-01,436099,0,0.00,0,0,0,0,53800,750000,0,0,0,43609857
1843,2017-08-01,0.84,0,9990317.44,0,0,0,0,0,0,0,0,999031744,84
1861,2017-08-01,368688,0,13610602.74,0,0,0,0,0,0,0,0,1361060274,36868837
2240,2017-10-01,6923850,0,0.00,0,0,0,0,0,0,0,0,0,69238472
669,2016-12-01,508005,0,0.00,0,0,0,0,0,1760000,3350740,0,0,50800506
578,2017-05-01,757.61,0,13637068.58,0,2940440,0,0,0,0,0,0,1657750577,75761
1101,2017-06-01,166197,0,0.00,0,0,0,0,0,2000000,2304570,0,0,16619689
1146,2017-01-01,707371,0,0.00,0,0,0,0,0,0,1099340,0,0,70737142
1479,2017-02-01,243306,0,0.00,0,0,0,0,40291,1600000,1551840,0,0,24330643
1422,2017-07-01,2751990,0,5390612.05,0,2622330,0,0,327880,6000000,1631180,0,801293928,275199136
2118,2017-04-01,22855,0,0.00,0,1097560,0,0,27000,1110000,1185470,0,109756373,2285496
504,2017-08-01,0,0,12643535.04,0,628017,429001,0,0,0,0,0,1327155223,0
945,2017-10-01,245415,0,0.00,0,0,0,0,60300,3540000,3147540,0,0,24541517
2106,2017-07-01,5999.39,0,8632231.77,0,0,0,0,0,780000,987949,0,863223177,599939
175,2016-12-01,870442,0,0.00,0,0,0,0,176000,2720000,1372800,0,0,87044225
1899,2017-02-01,0,0,3049620.51,0,0,0,0,0,0,0,0,304962051,0
2348,2017-03-01,0,0,0.00,0,2990270,0,0,0,0,0,0,299027207,0
1343,2017-11-01,24349.9,0,0.00,0,1885610,0,140000,0,1100000,1272930,0,188561253,2434991
226,2017-02-01,9953770,0,0.00,0,0,0,0,0,0,0,0,0,995376835
272,2017-04-01,574694,0,1292936.10,0,0,0,0,181661,2700000,655302,0,12929361,57469404
619,2017-09-01,1049.83,0,0.00,0,0,0,0,8500,1920000,1934000,0,0,104983
168,2017-08-01,434,0,0.00,0,0,0,0,0,0,0,0,0,434
891,2017-11-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
506,2017-07-01,254834,0,0.00,0,0,0,0,340660,1120000,1369150,0,0,25483432
1294,2017-08-01,4009640,0,0.00,0,0,0,0,112610,3056920,1119430,0,0,400964242
1686,2017-01-01,0,0,0.00,0,3121300,0,0,0,0,0,0,312130223,0
1934,2016-12-01,0,0,0.00,0,5034250,0,0,0,0,0,0,503425357,0
496,2017-04-01,0,0,0.00,0,5535240,0,0,0,0,0,0,553524039,0
795,2017-06-01,249986,0,0.00,0,0,0,0,0,650000,1114500,0,0,24998647
1509,2017-01-01,23010.7,400000000,0.00,0,0,0,0,6000,700000,711999,0,0,402301071
449,2017-09-01,0,150000000,0.00,0,0,0,0,0,0,0,0,0,1500000
162,2016-12-01,3582400,0,0.00,0,0,0,0,735773,2000000,1082710,0,0,358239851
490,2016-12-01,0,0,0.00,0,2140350,0,80000,0,0,0,0,214035411,0
2189,2016-12-01,577324,0,14222812.81,0,0,0,0,0,0,0,0,1422281281,57732397
7,2017-04-01,2027170,0,9457406.87,0,161469,0,0,0,1800000,882262,0,961887595,202716565
1630,2017-10-01,0,0,7016493.36,0,0,0,0,0,0,0,0,701649336,0
604,2017-05-01,187305,0,0.00,0,6566760,0,250000,0,1390000,1549680,0,656676456,18730537
671,2017-02-01,1066,0,4914529.15,0,0,0,0,0,0,0,0,491452915,1066
114,2016-12-01,1002,0,0.00,0,0,0,0,0,0,0,0,0,121954553
1958,2017-01-01,2115.52,0,0.00,0,0,0,0,24300,2210000,976252,0,0,211552
346,2017-12-01,804863,0,0.00,0,1584200,67380,0,60550,400000,1409550,0,158420144,80486322
2139,2017-02-01,0,0,2727133.34,0,2023160,0,700000,0,0,0,0,475028988,0
1968,2017-09-01,0,0,8345757.65,0,1179640,50000,0,0,0,0,0,952539265,0
1308,2017-07-01,0.88,0,7844655.33,0,2823170,0,0,0,0,0,0,1066782418,88
1902,2017-06-01,3891590,0,0.00,0,0,0,0,0,60000,0,0,0,389158947
2096,2017-12-01,0,0,13432706.06,0,0,0,0,0,0,0,0,1343270606,0
2477,2017-10-01,327273,0,0.00,0,0,0,0,9088,970000,1371940,0,0,32727303
1136,2017-02-01,0,0,0.00,0,1123660,77428,0,0,0,0,0,112366031,0
1802,2017-05-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2434,2016-12-01,260171,0,0.00,0,0,0,0,31087,1600000,2168880,0,0,26017097
682,2017-02-01,2659980,0,0.00,0,0,0,0,0,0,0,0,0,265998108
1660,2017-12-01,1195390,0,0.00,0,0,0,0,535520,2000000,2651210,0,0,119539305
893,2017-11-01,0,0,0.00,0,3475650,0,0,0,0,0,0,347564971,0
1083,2016-12-01,360566,0,0.00,0,0,0,0,163780,3600000,3329280,0,0,36056629
2060,2017-03-01,18518.7,0,0.00,0,583903,20000,0,0,1000000,1577080,0,58390316,1851869
1102,2017-03-01,33337.9,0,5630956.04,0,1999670,42000,160000,0,980000,1167690,0,76306288,3333794
1466,2016-12-01,12081.8,0,0.00,0,1093280,0,0,0,0,0,0,109327708,1208176
2017,2017-06-01,51478.2,0,16700000.00,0,0,0,0,0,0,0,0,16700000,5147821
1175,2017-07-01,102062,0,0.00,0,0,0,0,6000,780000,749490,0,0,10206187
1432,2017-04-01,12072.5,0,0.00,0,1932990,20428,0,0,560000,1311660,0,193298514,120725
1059,2017-11-01,92079.8,0,0.00,0,3943270,0,360000,0,800000,1118980,0,394326736,9207976
1003,2016-12-01,7.25,0,14371756.30,0,0,0,0,0,0,0,0,143717563,725
2047,2017-05-01,52883.1,0,0.00,0,2261940,168816,0,0,760000,999101,0,226193969,5288305
497,2017-02-01,0,200000000,0.00,0,0,0,0,0,0,0,0,0,2000000
2367,2017-08-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1021,2017-12-01,0,0,0.00,8079629.59,0,0,0,0,0,0,0,807962959,0
1627,2017-06-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1910,2017-08-01,155744,0,12895168.19,0,0,0,0,0,0,0,0,1289516819,15574364
2138,2017-05-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2466,2017-05-01,13984,0,0.00,0,0,0,0,0,0,0,0,0,1398403
398,2017-03-01,854.14,0,0.00,0,0,0,0,9000,1300000,1310930,0,0,85414
1695,2016-12-01,1293340,0,0.00,0,0,0,0,486163,1680000,0,0,0,12933449
1529,2017-07-01,4639.23,0,0.00,0,0,0,0,0,0,1271830,0,0,463923
792,2017-11-01,0,0,0.00,5938369.63,0,0,0,0,0,0,0,593836963,0
1896,2017-07-01,618765,0,0.00,0,0,0,0,220000,2100000,1870000,0,0,61876501
225,2017-09-01,604183,0,0.00,0,0,0,0,0,0,0,0,0,60418344
346,2017-09-01,121107,0,0.00,0,1032870,607821,400000,0,1010000,1409550,0,10328707,12110668
586,2017-10-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1751,2017-11-01,0,0,2877042.18,0,971586,20700,0,0,0,0,0,384862797,0
2198,2017-05-01,0,0,6786440.83,0,0,0,0,0,0,0,0,678644083,0
606,2017-07-01,5245,0,0.00,0,0,0,0,0,0,0,0,0,5245
871,2017-12-01,0,0,10475371.84,0,0,0,0,0,0,0,0,1047537184,0
1019,2017-03-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1208,2017-07-01,0,0,9542150.80,0,0,0,0,0,0,0,1,95421508,0
2497,2017-07-01,0,0,7652955.48,0,0,0,0,0,0,0,0,765295548,0
1708,2017-12-01,1033.19,0,6775795.16,0,0,0,0,0,0,0,0,677579516,103319
1122,2017-02-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
547,2017-04-01,0,0,0.00,0,7501330,710140,0,0,0,0,0,750132855,0
854,2017-11-01,646177,0,9157027.80,0,0,0,0,0,1050000,3829380,0,91570278,64617727
71,2017-03-01,597562,0,0.00,0,0,0,0,0,0,0,0,0,59756181
2342,2017-07-01,59566.8,0,0.00,0,0,0,0,0,810000,671152,0,0,5956684
2483,2017-10-01,116807,0,0.00,0,0,0,0,243036,600000,973140,0,0,11680658
843,2017-11-01,64944.6,0,13481488.30,0,1653200,0,0,0,380000,1084300,0,1513469084,6494459
1310,2016-12-01,718015,61290323,0.00,0,0,0,0,1275000,900000,0,0,0,133091855
1695,2017-09-01,2249480,0,0.00,0,0,0,0,490253,2000000,0,0,0,224947857
1826,2017-08-01,482365,0,0.00,0,0,80120,0,0,0,0,0,0,48236503
788,2017-01-01,1475540,0,0.00,0,0,0,0,0,0,0,0,0,147553652
1257,2017-04-01,86730.1,0,0.00,0,0,0,0,9000,1260000,1272890,0,0,867301
640,2017-02-01,0,0,0.00,0,0,0,0,0,0,0,0,0,2278255
107,2017-04-01,587.23,0,0.00,0,0,0,0,0,0,0,0,0,58723
69,2017-12-01,400916,0,0.00,0,0,0,0,1081800,1050000,2341680,0,0,40091623
1622,2017-10-01,0,0,0.00,0,416687,365268,0,0,0,0,0,4166869,0
1914,2017-02-01,180138,0,0.00,0,0,0,0,48279,810000,1180500,0,0,18013832
872,2017-09-01,0,0,0.00,0,638940,0,0,0,0,0,0,6389396,0
1743,2017-06-01,95166,0,8146187.20,0,1190590,28900,0,0,1250000,1612860,0,933677593,9516601
1267,2017-07-01,0,0,12273885.04,0,0,0,0,0,0,0,0,1227388504,0
396,2016-12-01,436970,0,0.00,0,0,0,0,0,0,1704840,0,0,43697027
1335,2017-09-01,808475,0,0.00,0,0,0,0,0,1360000,2751480,0,0,8084748
2327,2017-08-01,407073,0,0.00,0,0,0,0,146820,1970000,1505000,0,0,40707313
1147,2017-02-01,0,0,185942.99,0,0,0,0,0,0,0,0,18594299,0
1833,2017-01-01,16850,0,0.00,0,1166210,40000,0,0,420000,431353,0,116621185,16850
1861,2017-11-01,368744,0,13251789.00,0,0,0,0,0,0,0,0,13251789,36874389
1628,2017-02-01,0,0,0.00,0,3505000,0,0,0,0,0,0,350499759,0
1735,2017-04-01,505179,0,0.00,0,0,0,0,0,400000,790717,0,0,50517897
1762,2017-02-01,154028,0,0.00,0,0,0,0,0,0,1435980,0,0,15402825
736,2017-06-01,0,0,0.00,0,2770890,0,200000,0,0,0,0,277088583,0
1840,2017-03-01,0,0,3856329.97,0,0,0,0,0,0,0,0,385632997,0
187,2017-05-01,276331,0,4820651.99,0,2625970,10210,0,0,2090000,1159250,0,744661779,27633087
883,2017-04-01,0,0,0.00,3598077.32,571024,0,60000,0,0,0,0,416910132,0
638,2017-06-01,6154,0,0.00,0,8161030,79400,0,0,0,0,0,816103403,11421195
813,2017-08-01,419124,0,0.00,0,0,0,0,0,300000,0,0,0,41912419
2243,2017-09-01,3967520,0,0.00,0,0,0,0,0,2160000,0,0,0,396751573
842,2017-02-01,16578.8,0,8490581.43,0,0,0,0,6000,450000,466215,0,849058143,1657875
1551,2017-12-01,1465190,0,0.00,0,0,0,0,0,0,1179890,0,0,146519046
1336,2017-02-01,243475,0,0.00,0,0,0,0,0,1370000,1379060,0,0,24347489
638,2017-03-01,6154,0,0.00,0,15244500,1730920,0,0,0,0,0,1524446282,11225093
2224,2017-03-01,0,0,11256015.66,0,2803720,20999,0,0,0,0,0,140597346,0
943,2017-06-01,199105,0,0.00,0,0,0,0,0,2030000,2021040,0,0,19910542
1560,2016-12-01,28727.4,0,0.00,0,3034830,0,0,0,0,0,0,303482792,2872738
1286,2017-02-01,64528.2,0,0.00,0,0,0,0,46200,100000,0,0,0,6452825
2236,2017-01-01,75820,0,0.00,0,0,0,0,0,100000,695329,0,0,7581997
809,2017-05-01,2414530,0,0.00,0,881259,0,0,69674,200000,1087280,0,88125903,241453084
957,2017-04-01,142537,0,0.00,0,4439250,679400,0,0,0,1246850,0,443925198,14253749
1973,2017-03-01,291336,0,0.00,0,1159930,0,0,0,1830000,1381800,0,1159927,29133573
2063,2017-05-01,198807,0,0.00,0,0,0,0,0,0,3050180,0,0,19880687
1706,2017-01-01,19949.5,0,314870.64,0,642405,0,0,0,340000,562211,0,95727516,199495
640,2016-12-01,0,0,0.00,0,0,0,0,0,0,0,0,0,22476763
671,2017-04-01,1066,0,4574671.68,0,0,0,0,0,0,0,0,457467168,1066
998,2017-01-01,1161560,0,0.00,0,0,0,0,0,160000,0,0,0,116155674
1155,2017-04-01,45814.9,0,0.00,0,0,0,0,0,800000,1155860,0,0,4581488
2201,2017-01-01,212641,0,0.00,0,0,0,0,70855,2510000,3022660,0,0,21264116
2209,2017-06-01,80160.3,0,0.00,0,0,0,0,0,1170000,757147,0,0,801603
2253,2016-12-01,2360950,622891072,0.00,0,0,0,0,0,500000,0,0,0,858985724
1837,2017-02-01,137285,0,8599535.57,0,0,0,0,0,0,0,0,859953557,13728506
1845,2017-03-01,0,0,14149754.68,0,0,0,0,0,0,0,0,1414975468,0
2154,2017-03-01,8198.31,0,4504133.94,0,0,0,0,17000,180000,0,0,450413394,819831
1125,2017-09-01,0,0,7656250.03,0,0,0,0,0,0,0,0,765625003,0
1065,2017-04-01,961560,0,0.00,0,0,0,0,81744,980000,457350,0,0,96156031
569,2017-03-01,36638.1,0,0.00,0,0,0,0,0,0,1123200,0,0,3663814
648,2017-07-01,7318.87,0,0.00,0,0,0,0,0,0,0,0,0,731887
1807,2016-12-01,687335,0,0.00,0,140565,282700,290000,0,5010000,1563610,0,14056452,687335
266,2017-06-01,0,0,14867533.72,0,0,0,0,0,0,0,0,1486753372,0
909,2017-06-01,4517990,0,0.00,0,0,0,0,0,0,0,0,0,451798834
128,2017-01-01,45254.4,0,0.00,0,0,0,0,0,0,708429,0,0,746114541
2029,2017-06-01,45517.1,0,0.00,0,0,0,0,0,0,0,0,0,4551707
1321,2016-12-01,1279920,0,0.00,0,0,0,0,1006630,1200000,3558180,0,0,127991791
1825,2017-01-01,233680,0,0.00,0,0,0,0,0,0,0,0,0,23367994
1984,2017-07-01,36316.7,0,0.00,0,0,0,0,0,1200000,1179820,0,0,3631674
39,2017-07-01,350769,0,2730251.06,0,0,0,0,0,0,0,0,273025106,35076858
2098,2017-05-01,453649,0,0.00,0,0,0,0,0,1470000,0,0,0,45364871
2200,2017-02-01,8111.04,0,0.00,0,0,0,0,0,0,0,0,0,811104
1772,2017-07-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2169,2017-01-01,54368.4,0,0.00,0,0,0,0,0,1450000,1141280,0,0,5436845
1434,2017-02-01,694516,0,0.00,0,375690,1410600,0,104022,0,0,0,37569021,69451621
605,2017-10-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
648,2017-05-01,710258,0,0.00,0,0,0,0,0,1720000,797756,0,0,71025796
1205,2017-05-01,64804.1,0,0.00,0,0,0,0,36500,1040000,881600,0,0,6480406
763,2017-06-01,169127,0,4404864.77,0,0,0,0,0,520000,1256260,0,440486477,16912731
805,2017-03-01,391665,600000000,0.00,0,0,0,0,0,0,0,0,0,639166512
1221,2017-10-01,1457.49,0,0.00,0,0,0,0,0,0,0,0,0,145749
2416,2017-08-01,4001.58,0,0.00,0,487416,0,0,0,0,0,0,487416,400158
1760,2017-12-01,1999310,0,0.00,0,0,0,0,0,0,1496720,0,0,199931316
994,2017-11-01,0,0,7184497.40,0,0,0,0,0,0,0,0,71844974,0
513,2017-11-01,163.92,0,1159498.73,0,0,0,0,34000,900000,1085730,0,115949873,16392
2051,2017-11-01,6902,0,0.00,0,0,0,0,0,0,0,0,0,6902
2091,2017-08-01,38867.2,0,0.00,0,288045,0,0,0,1090000,1116520,0,28804487,3886717
403,2017-01-01,661739,0,0.00,0,0,0,0,36220,1080000,1295610,0,0,66173926
982,2017-02-01,10687.2,0,0.00,0,3784710,9956,0,0,0,0,0,378470572,1068724
1699,2017-11-01,659398,0,0.00,0,0,0,0,7000,920000,2004510,0,0,6593982
492,2017-06-01,692858,0,0.00,0,0,0,0,0,0,3965640,0,0,69285793
2332,2017-02-01,251,0,0.00,0,0,0,0,0,0,0,0,0,251
575,2017-06-01,1973,0,7124606.66,0,0,0,0,0,0,0,0,712460666,1973
1448,2017-12-01,173457,0,0.00,0,3141040,0,200000,0,1450000,1688780,0,314104377,17345654
2495,2017-01-01,5263790,0,0.00,0,0,0,0,0,2650000,0,0,0,526378816
616,2017-03-01,306570,0,0.00,0,0,0,0,0,1620000,1324400,0,0,30657048
2138,2017-04-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1878,2017-09-01,485.58,0,15501152.00,0,0,0,0,0,0,0,0,15501152,48558
893,2017-07-01,0,0,0.00,0,3453740,0,0,0,0,0,0,345374019,0
1976,2017-03-01,3504340,0,0.00,0,0,0,0,184500,730000,1080040,0,0,350434419
1177,2017-06-01,585151,0,8837332.23,0,2316950,121332,0,9000,2490000,3017160,0,1115428457,58515065
1290,2017-03-01,52683.4,0,0.00,0,2080820,0,0,0,980000,1791060,0,208082496,5268338
380,2017-09-01,1138.4,0,0.00,0,0,0,0,0,1420000,1425660,0,0,11384
1745,2017-01-01,29533.8,0,0.00,0,0,0,0,0,900000,1243900,0,0,2953381
855,2017-11-01,376841,0,0.00,0,0,0,0,0,1380000,2959400,0,0,37684056
1931,2017-08-01,978333,0,0.00,0,0,0,0,240000,550000,1327180,0,0,97833287
1449,2017-11-01,577069,0,0.00,0,0,0,0,0,860000,1386830,0,0,5770689
1463,2017-11-01,0,0,0.00,0,3202290,0,0,0,0,0,0,320229385,0
780,2017-05-01,1502860,0,0.00,0,0,0,0,0,0,0,0,0,150285689
1437,2017-12-01,362000,0,0.00,0,0,0,0,0,1700000,649117,0,0,36200019
315,2017-03-01,1122270,0,0.00,0,2156130,0,200000,0,5000000,0,0,215612909,112226916
614,2017-09-01,295519,0,0.00,0,0,0,0,0,0,1776170,0,0,295519
1163,2017-08-01,181378,0,0.00,0,0,0,0,17000,1260000,1281950,0,0,18137797
411,2016-12-01,0,0,0.00,0,2539420,555000,0,0,0,0,0,253942197,0
427,2017-03-01,26706.8,0,0.00,14725193.53,1283030,191300,0,0,460000,961869,0,1600822435,2670677
996,2017-06-01,4803320,0,0.00,0,0,0,0,0,0,0,0,0,480332041
373,2017-10-01,0,0,0.00,0,3072360,101739,0,0,0,0,0,307235501,0
